frame,timestamp,lat,lon
0,2020-06-19 00:48:03.944000,13.41428699056,144.78438176112
1,2020-06-19 00:48:03.991389,13.414286990086111,144.7843817601722
2,2020-06-19 00:48:04.024722,13.41428698950556,144.78438175950555
3,2020-06-19 00:48:04.058044,13.414286988839121,144.78438175883912
4,2020-06-19 00:48:04.091378,13.41428698817244,144.78438175817243
5,2020-06-19 00:48:04.124700,13.414286987506001,144.784381757506
6,2020-06-19 00:48:04.158022,13.41428698683956,144.78438175683957
7,2020-06-19 00:48:04.191356,13.41428698617288,144.78438175617288
8,2020-06-19 00:48:04.224678,13.41428698550644,144.78438175550644
9,2020-06-19 00:48:04.258000,13.41428698484,144.78438175483998
10,2020-06-19 00:48:04.291333,13.41428698417334,144.78438175417332
11,2020-06-19 00:48:04.324656,13.41428698350688,144.78438175350686
12,2020-06-19 00:48:04.357989,13.41428698284022,144.7843817528402
13,2020-06-19 00:48:04.391311,13.41428698217378,144.78438175217377
14,2020-06-19 00:48:04.424633,13.41428698150734,144.78438175150734
15,2020-06-19 00:48:04.457967,13.41428698084066,144.78438175084065
16,2020-06-19 00:48:04.491289,13.41428698017422,144.78438175017422
17,2020-06-19 00:48:04.524611,13.41428697950778,144.7843817495078
18,2020-06-19 00:48:04.557944,13.41428697884112,144.78438174884113
19,2020-06-19 00:48:04.591267,13.41428697817466,144.78438174817467
20,2020-06-19 00:48:04.624600,13.414286977508,144.78438174750798
21,2020-06-19 00:48:04.657922,13.41428697684156,144.78438174684155
22,2020-06-19 00:48:04.691244,13.41428697617512,144.78438174617511
23,2020-06-19 00:48:04.724578,13.414286975508439,144.78438174550843
24,2020-06-19 00:48:04.757900,13.414286974842,144.784381744842
25,2020-06-19 00:48:04.791222,13.41428697417556,144.78438174417556
26,2020-06-19 00:48:04.824556,13.41428697350888,144.78438174350887
27,2020-06-19 00:48:04.857878,13.41428697284244,144.78438174284244
28,2020-06-19 00:48:04.891211,13.414286972175779,144.78438174217578
29,2020-06-19 00:48:04.924533,13.41428697150934,144.78438174150932
30,2020-06-19 00:48:04.957856,13.414286970842879,144.78438174084286
31,2020-06-19 00:48:04.991189,13.414286970176219,144.7843817401762
32,2020-06-19 00:48:05.024511,13.414286969754889,144.78438174
33,2020-06-19 00:48:05.057833,13.414286969421669,144.78438174
34,2020-06-19 00:48:05.091167,13.414286969088328,144.78438174
35,2020-06-19 00:48:05.124489,13.414286968755109,144.78438174
36,2020-06-19 00:48:05.157822,13.414286968421779,144.78438174
37,2020-06-19 00:48:05.191144,13.41428696808856,144.78438174
38,2020-06-19 00:48:05.224467,13.414286967755329,144.78438174
39,2020-06-19 00:48:05.257800,13.414286967421999,144.78438174
40,2020-06-19 00:48:05.291122,13.41428696708878,144.78438174
41,2020-06-19 00:48:05.324444,13.41428696675556,144.78438174
42,2020-06-19 00:48:05.357778,13.41428696642222,144.78438174
43,2020-06-19 00:48:05.391100,13.414286966089,144.78438174
44,2020-06-19 00:48:05.424433,13.41428696575567,144.78438174
45,2020-06-19 00:48:05.457756,13.41428696542244,144.78438174
46,2020-06-19 00:48:05.491078,13.41428696508922,144.78438174
47,2020-06-19 00:48:05.524411,13.41428696475589,144.78438174
48,2020-06-19 00:48:05.557733,13.41428696442267,144.78438174
49,2020-06-19 00:48:05.591056,13.41428696408944,144.78438174
50,2020-06-19 00:48:05.624389,13.41428696375611,144.78438174
51,2020-06-19 00:48:05.657711,13.41428696342289,144.78438174
52,2020-06-19 00:48:05.691044,13.414286963089559,144.78438174
53,2020-06-19 00:48:05.724367,13.41428696275633,144.78438174
54,2020-06-19 00:48:05.757689,13.41428696242311,144.78438174
55,2020-06-19 00:48:05.791022,13.414286962089779,144.78438174
56,2020-06-19 00:48:05.824344,13.41428696175656,144.78438174
57,2020-06-19 00:48:05.857667,13.414286961423329,144.78438174
58,2020-06-19 00:48:05.891000,13.41428696109,144.78438174
59,2020-06-19 00:48:05.924322,13.41428696075678,144.78438174
60,2020-06-19 00:48:05.957656,13.414286960423441,144.78438174
61,2020-06-19 00:48:05.990978,13.41428696009022,144.78438174
62,2020-06-19 00:48:06.024300,13.41428696,144.78438173951398
63,2020-06-19 00:48:06.057633,13.41428696,144.78438173884732
64,2020-06-19 00:48:06.090956,13.41428696,144.78438173818085
65,2020-06-19 00:48:06.124278,13.41428696,144.78438173751442
66,2020-06-19 00:48:06.157611,13.41428696,144.78438173684776
67,2020-06-19 00:48:06.190933,13.41428696,144.78438173618133
68,2020-06-19 00:48:06.224267,13.41428696,144.78438173551464
69,2020-06-19 00:48:06.257589,13.41428696,144.7843817348482
70,2020-06-19 00:48:06.290911,13.41428696,144.78438173418178
71,2020-06-19 00:48:06.324244,13.41428696,144.78438173351512
