frame_id,lat,lon,damage
20200630_131814.mp4-11438,13.3798705653756,144.730335577802,1
20200630_131814.mp4-11452,13.3799382457056,144.730319694738,1
20200630_131814.mp4-11676,13.3809990610258,144.729837464636,1
20200630_131814.mp4-11697,13.3810983106014,144.729783357934,1
20200630_131814.mp4-11704,13.3811314244135,144.72976533021,1
20200630_131814.mp4-15190,13.391484865239,144.714978945329,1
20200630_131814.mp4-15197,13.3914904836414,144.71494408012,1
20200630_131814.mp4-15204,13.391498996357,144.714910995074,1
20200630_131814.mp4-15211,13.3915075086712,144.714877911588,1
20200630_131814.mp4-15218,13.3915160213868,144.714844826542,1
20200630_131814.mp4-15225,13.3915246574743,144.714811971524,1
20200630_131814.mp4-15232,13.3915363283727,144.714784712989,1
20200630_131814.mp4-15239,13.3915480003717,144.714757451884,0
20200630_131814.mp4-15246,13.3915596718203,144.714730192065,1
20200630_131814.mp4-15246,13.3915596718203,144.714730192065,0
20200630_131814.mp4-15253,13.391571343269,144.714702932245,1
20200630_131814.mp4-15253,13.391571343269,144.714702932245,1
20200630_131814.mp4-15260,13.3915849479526,144.714673730411,1
20200630_131814.mp4-15260,13.3915849479526,144.714673730411,1
20200630_131814.mp4-15267,13.3916012225594,144.714639626791,1
20200630_131814.mp4-15267,13.3916012225594,144.714639626791,1
20200630_131814.mp4-15274,13.39161546252,144.714609786795,1
20200630_131814.mp4-15281,13.3916297024806,144.714579946799,1
20200630_131814.mp4-15281,13.3916297024806,144.714579946799,1
20200630_131814.mp4-15281,13.3916297024806,144.714579946799,0
20200630_131814.mp4-15281,13.3916297024806,144.714579946799,0
20200630_131814.mp4-15288,13.3916461318631,144.714550534458,1
20200630_131814.mp4-15288,13.3916461318631,144.714550534458,1
20200630_131814.mp4-15288,13.3916461318631,144.714550534458,0
20200630_131814.mp4-15288,13.3916461318631,144.714550534458,0
20200630_131814.mp4-15288,13.3916461318631,144.714550534458,0
20200630_131814.mp4-15295,13.3916665142741,144.714517234744,1
20200630_131814.mp4-15295,13.3916665142741,144.714517234744,0
20200630_131814.mp4-15295,13.3916665142741,144.714517234744,0
20200630_131814.mp4-15295,13.3916665142741,144.714517234744,0
20200630_131814.mp4-15302,13.3916843492181,144.714488096948,1
20200630_131814.mp4-15302,13.3916843492181,144.714488096948,1
20200630_131814.mp4-15302,13.3916843492181,144.714488096948,0
20200630_131814.mp4-15302,13.3916843492181,144.714488096948,0
20200630_131814.mp4-15309,13.3917021841621,144.714458959152,1
20200630_131814.mp4-15309,13.3917021841621,144.714458959152,1
20200630_131814.mp4-15309,13.3917021841621,144.714458959152,0
20200630_131814.mp4-15316,13.391720648731,144.714430158965,2
20200630_131814.mp4-15316,13.391720648731,144.714430158965,1
20200630_131814.mp4-15323,13.391739836669,144.714401746819,1
20200630_131814.mp4-15323,13.391739836669,144.714401746819,1
20200630_131814.mp4-15330,13.3917590246893,144.714373334552,1
20200630_131814.mp4-15330,13.3917590246893,144.714373334552,1
20200630_131814.mp4-15330,13.3917590246893,144.714373334552,1
20200630_131814.mp4-15337,13.3917782136142,144.714344920945,1
20200630_131814.mp4-15337,13.3917782136142,144.714344920945,1
20200630_131814.mp4-15337,13.3917782136142,144.714344920945,1
20200630_131814.mp4-15337,13.3917782136142,144.714344920945,1
20200630_131814.mp4-15344,13.3917975237772,144.714316566327,1
20200630_131814.mp4-15344,13.3917975237772,144.714316566327,1
20200630_131814.mp4-15351,13.3918173990628,144.714288470325,1
20200630_131814.mp4-15351,13.3918173990628,144.714288470325,1
20200630_131814.mp4-15358,13.3918372743484,144.714260374323,2
20200630_131814.mp4-15358,13.3918372743484,144.714260374323,1
20200630_131814.mp4-15358,13.3918372743484,144.714260374323,0
20200630_131814.mp4-15365,13.3918571505712,144.714232276995,2
