frame_id,lat,lon
20200703_124043.mp4-10115,13.5311619865716,144.900700334188
20200703_124043.mp4-10115,13.5311619865716,144.900700334188
20200703_124043.mp4-10122,13.5311647603778,144.900672953058
20200703_124043.mp4-10122,13.5311647603778,144.900672953058
20200703_124043.mp4-10129,13.5311675343148,144.900645570637
20200703_124043.mp4-10129,13.5311675343148,144.900645570637
20200703_124043.mp4-10136,13.531170248946,144.90061802934
20200703_124043.mp4-10136,13.531170248946,144.90061802934
20200703_124043.mp4-10136,13.531170248946,144.90061802934
20200703_124043.mp4-10143,13.531172846794,144.90059018526
20200703_124043.mp4-10227,13.5311996117562,144.900245974768
20200703_124043.mp4-10241,13.531204011483,144.900183664745
20200703_124043.mp4-10514,13.5312128712489,144.899005879991
20200703_124043.mp4-10528,13.531211067808,144.898946189362
20200703_124043.mp4-10528,13.531211067808,144.898946189362
20200703_124043.mp4-10612,13.531220242356,144.898567907874
20200703_124043.mp4-10675,13.5312343070842,144.898294159267
20200703_124043.mp4-10815,13.5312633432823,144.897721954598
20200703_124043.mp4-10822,13.5312668882838,144.897696638599
20200703_124043.mp4-11081,13.5319039581855,144.897028299632
20200703_124043.mp4-11088,13.5319282597965,144.897011703524
20200703_124043.mp4-11095,13.5319531677718,144.896995258909
20200703_124043.mp4-11431,13.5332280609369,144.896248871073
20200703_124043.mp4-11550,13.5336651170257,144.896006950791
20200703_124043.mp4-11844,13.5349245263208,144.895679073725
20200703_124043.mp4-11893,13.5351331021502,144.895635598079
20200703_124043.mp4-11921,13.5352444390531,144.895606264262
20200703_124043.mp4-11928,13.5352713661955,144.89559752365
20200703_124043.mp4-11935,13.5352965030853,144.895585576921
20200703_124043.mp4-11942,13.5353216387897,144.895573630754
20200703_124043.mp4-11963,13.5353938199245,144.8955320593
20200703_124043.mp4-11977,13.5354376284389,144.895496670118
20200703_124043.mp4-11984,13.5354626560526,144.895476452432
20200703_124043.mp4-12859,13.5361071900745,144.891620547821
20200703_124043.mp4-12901,13.536117741776,144.891438904048
20200703_124043.mp4-12908,13.5361189478233,144.891408381954
20200703_124043.mp4-12971,13.5360899000845,144.891132582076
20200703_124043.mp4-13580,13.535921828041,144.888642084467
20200703_124043.mp4-13678,13.5359616752574,144.888424630327
20200703_124043.mp4-13692,13.5359708601722,144.888402817826
20200703_124043.mp4-13699,13.5359756941482,144.888394356035
20200703_124043.mp4-13706,13.5359805281242,144.888385894244
20200703_124043.mp4-13713,13.5359853621002,144.888377432453
20200703_124043.mp4-13720,13.5359889587652,144.888371604229
20200703_124043.mp4-13727,13.5359913966248,144.888368242549
20200703_124043.mp4-13734,13.5359938344949,144.888364880854
20200703_124043.mp4-13741,13.5359962723649,144.88836151916
20200703_124043.mp4-13748,13.535998812496,144.888358304488
20200703_124043.mp4-13762,13.5360045794001,144.888352859523
20200703_124043.mp4-13804,13.5360313002372,144.888336653299
20200703_124043.mp4-13846,13.5360920994282,144.888336758681
20200703_124043.mp4-14028,13.5365509594745,144.888546723426
20200703_124043.mp4-14028,13.5365509594745,144.888546723426
20200703_124043.mp4-14035,13.5365750827525,144.888559024175
20200703_124043.mp4-14042,13.5365992060305,144.888571324924
20200703_124043.mp4-14049,13.5366246433148,144.888584397179
20200703_124043.mp4-14063,13.5366780871901,144.888612049894
20200703_124043.mp4-14070,13.5367048079249,144.888625875629
20200703_124043.mp4-14105,13.5368426022264,144.888695185327
20200703_124043.mp4-14147,13.5370092882525,144.888779691154
20200703_124043.mp4-14161,13.5370664242663,144.888807344536
20200703_124043.mp4-14658,13.5392682982331,144.889783430498
20200703_124043.mp4-14861,13.5402496945385,144.890192892724
20200703_124043.mp4-14861,13.5402496945385,144.890192892724
20200703_124043.mp4-14868,13.5402831660895,144.89020656877
20200703_124043.mp4-14868,13.5402831660895,144.89020656877
20200703_124043.mp4-14868,13.5402831660895,144.89020656877
20200703_124043.mp4-15225,13.5419422525961,144.890882323725
20200703_124043.mp4-15995,13.5461149470907,144.892507169764
20200703_124043.mp4-16002,13.5461508689309,144.892521055125
20200703_124043.mp4-17080,13.552073394688,144.894841287904
20200703_124043.mp4-17087,13.552113398639,144.894856804687
20200703_124043.mp4-17094,13.5521534055533,144.89487230328
20200703_124043.mp4-17346,13.5535950084208,144.895434100159
20200703_124043.mp4-17381,13.5537968873099,144.895513213122
20200703_124043.mp4-17395,13.553874533803,144.895544203692
20200703_124043.mp4-17423,13.5540252563901,144.895604222234
20200703_124043.mp4-1764,13.5519998429343,144.915166217918
20200703_124043.mp4-1862,13.5524398955445,144.915278742161
20200703_124043.mp4-1869,13.5524706118225,144.915283550474
20200703_124043.mp4-1876,13.5525013281005,144.915288358787
20200703_124043.mp4-1876,13.5525013281005,144.915288358787
20200703_124043.mp4-1883,13.5525300651345,144.915293936797
20200703_124043.mp4-1897,13.5525824966978,144.915307047021
20200703_124043.mp4-1897,13.5525824966978,144.915307047021
20200703_124043.mp4-1911,13.5526361048215,144.915320318905
20200703_124043.mp4-19439,13.5655405287389,144.899268369645
20200703_124043.mp4-19446,13.5655786440313,144.899255455375
20200703_124043.mp4-19453,13.565616771129,144.899242545778
20200703_124043.mp4-19460,13.5656550543816,144.899229720154
