frame_id,lat,lon
20200703_124043.mp4-19467,13.5656933394394,144.899216893924
20200703_124043.mp4-28,13.5435683538771,144.912786145179
20200703_124043.mp4-3241,13.5562603519467,144.916245612219
20200703_124043.mp4-3437,13.555489382076,144.916042250882
20200703_124043.mp4-3444,13.555459287924,144.916034179118
20200703_124043.mp4-3458,13.555394800824,144.916016882578
20200703_124043.mp4-3472,13.5553349687892,144.916001902282
20200703_124043.mp4-3472,13.5553349687892,144.916001902282
20200703_124043.mp4-35,13.5435946978487,144.912810249692
20200703_124043.mp4-3507,13.555188954463,144.915966113998
20200703_124043.mp4-3507,13.555188954463,144.915966113998
20200703_124043.mp4-3738,13.554157428626,144.91569498305
20200703_124043.mp4-3745,13.5541248491367,144.915688332746
20200703_124043.mp4-3752,13.5540922695078,144.915681682413
20200703_124043.mp4-3773,13.5539930509528,144.915658393976
20200703_124043.mp4-3871,13.5535125928383,144.915522421323
20200703_124043.mp4-3878,13.5534797006284,144.915511444813
20200703_124043.mp4-3878,13.5534797006284,144.915511444813
20200703_124043.mp4-4004,13.552837247724,144.915337167166
20200703_124043.mp4-4004,13.552837247724,144.915337167166
20200703_124043.mp4-4011,13.5528017906794,144.915327625304
20200703_124043.mp4-4018,13.5527662094412,144.915318079118
20200703_124043.mp4-4025,13.5527306300331,144.915308533424
20200703_124043.mp4-4039,13.552658263065,144.915292708621
20200703_124043.mp4-4046,13.5526208621725,144.915288098831
20200703_124043.mp4-4053,13.5525834630435,144.915283489257
20200703_124043.mp4-4088,13.5524215792668,144.915236321805
20200703_124043.mp4-4095,13.5523912557798,144.915224895056
20200703_124043.mp4-4172,13.5520098546068,144.915130402439
20200703_124043.mp4-4179,13.5519747212834,144.915121649435
20200703_124043.mp4-4186,13.551939636065,144.915113105596
20200703_124043.mp4-4193,13.5519047057031,144.915105264752
20200703_124043.mp4-4193,13.5519047057031,144.915105264752
20200703_124043.mp4-4193,13.5519047057031,144.915105264752
20200703_124043.mp4-42,13.5436210419332,144.912834354308
20200703_124043.mp4-4312,13.551319887951,144.914953112509
20200703_124043.mp4-4746,13.5491981226002,144.914399102461
20200703_124043.mp4-4753,13.5491708905402,144.914397287301
20200703_124043.mp4-4753,13.5491708905402,144.914397287301
20200703_124043.mp4-4781,13.5490391270726,144.914363771426
20200703_124043.mp4-4802,13.5489392176111,144.914336523233
20200703_124043.mp4-49,13.5436473860178,144.912858458923
20200703_124043.mp4-49,13.5436473860178,144.912858458923
20200703_124043.mp4-4949,13.5482506008192,144.914153318584
20200703_124043.mp4-4977,13.5481217592386,144.914122273847
20200703_124043.mp4-4977,13.5481217592386,144.914122273847
20200703_124043.mp4-5593,13.5451126194071,144.913328611541
20200703_124043.mp4-56,13.5436741838222,144.912878611435
20200703_124043.mp4-56,13.5436741838222,144.912878611435
20200703_124043.mp4-5621,13.5449673008919,144.913288803617
20200703_124043.mp4-5628,13.5449318260772,144.913278503388
20200703_124043.mp4-5628,13.5449318260772,144.913278503388
20200703_124043.mp4-5635,13.5448966267598,144.913268092191
20200703_124043.mp4-5642,13.5448614257826,144.913257680503
20200703_124043.mp4-5649,13.5448262264652,144.913247269306
20200703_124043.mp4-5922,13.5436553450696,144.912830304734
20200703_124043.mp4-5922,13.5436553450696,144.912830304734
20200703_124043.mp4-5922,13.5436553450696,144.912830304734
20200703_124043.mp4-5929,13.5436329248172,144.912809874334
20200703_124043.mp4-6013,13.5433829699697,144.91254643118
20200703_124043.mp4-6013,13.5433829699697,144.91254643118
20200703_124043.mp4-6020,13.5433641608452,144.912521416887
20200703_124043.mp4-6020,13.5433641608452,144.912521416887
20200703_124043.mp4-6027,13.5433453426901,144.912496390585
20200703_124043.mp4-6027,13.5433453426901,144.912496390585
20200703_124043.mp4-6027,13.5433453426901,144.912496390585
20200703_124043.mp4-6034,13.5433265299373,144.912471371467
20200703_124043.mp4-6034,13.5433265299373,144.912471371467
20200703_124043.mp4-6041,13.5433077198452,144.912446355887
20200703_124043.mp4-6048,13.5432905294472,144.912419774466
20200703_124043.mp4-6062,13.5432565522238,144.912366207023
20200703_124043.mp4-6076,13.5432238789781,144.912311242229
20200703_124043.mp4-6076,13.5432238789781,144.912311242229
20200703_124043.mp4-6090,13.5431942399572,144.912253041546
20200703_124043.mp4-63,13.5437010148628,144.912898429791
20200703_124043.mp4-63,13.5437010148628,144.912898429791
20200703_124043.mp4-70,13.5437278521161,144.912918252736
20200703_124043.mp4-7294,13.5387850458374,144.909039396596
20200703_124043.mp4-7294,13.5387850458374,144.909039396596
20200703_124043.mp4-7301,13.5387513514829,144.909030982401
20200703_124043.mp4-7301,13.5387513514829,144.909030982401
20200703_124043.mp4-7308,13.5387177007091,144.909021801311
20200703_124043.mp4-7308,13.5387177007091,144.909021801311
20200703_124043.mp4-7308,13.5387177007091,144.909021801311
20200703_124043.mp4-7308,13.5387177007091,144.909021801311
20200703_124043.mp4-7315,13.5386840627682,144.909012623721
20200703_124043.mp4-7315,13.5386840627682,144.909012623721
20200703_124043.mp4-7315,13.5386840627682,144.909012623721
20200703_124043.mp4-7315,13.5386840627682,144.909012623721
20200703_124043.mp4-7322,13.5386456201281,144.909002135245
20200703_124043.mp4-7322,13.5386456201281,144.909002135245
20200703_124043.mp4-7322,13.5386456201281,144.909002135245
20200703_124043.mp4-7322,13.5386456201281,144.909002135245
20200703_124043.mp4-7329,13.5386128959593,144.908991786186
20200703_124043.mp4-7329,13.5386128959593,144.908991786186
20200703_124043.mp4-7336,13.5385808808866,144.908980530523
20200703_124043.mp4-7336,13.5385808808866,144.908980530523
20200703_124043.mp4-7343,13.5385488659511,144.908969274908
20200703_124043.mp4-763,13.547455131536,144.913992796937
20200703_124043.mp4-77,13.5437546984583,144.912938082394
20200703_124043.mp4-784,13.5475465449251,144.914012957455
20200703_124043.mp4-784,13.5475465449251,144.914012957455
20200703_124043.mp4-791,13.5475763928452,144.914020343037
20200703_124043.mp4-805,13.5476324498035,144.914034867019
20200703_124043.mp4-805,13.5476324498035,144.914034867019
20200703_124043.mp4-8050,13.5355335046168,144.906583530911
20200703_124043.mp4-8792,13.532278425422,144.9047007162
20200703_124043.mp4-8792,13.532278425422,144.9047007162
20200703_124043.mp4-8799,13.532247568286,144.904685085837
20200703_124043.mp4-8806,13.532216709695,144.904669454737
20200703_124043.mp4-8806,13.532216709695,144.904669454737
20200703_124043.mp4-8806,13.532216709695,144.904669454737
20200703_124043.mp4-8813,13.532185849649,144.9046538229
20200703_124043.mp4-8813,13.532185849649,144.9046538229
20200703_124043.mp4-924,13.548117378568,144.914156937633
20200703_124043.mp4-924,13.548117378568,144.914156937633
20200703_124043.mp4-931,13.5481492956639,144.914162419666
20200703_124043.mp4-931,13.5481492956639,144.914162419666
20200703_124043.mp4-938,13.5481812126231,144.914167901675
20200703_124043.mp4-938,13.5481812126231,144.914167901675
20200703_124043.mp4-938,13.5481812126231,144.914167901675
20200703_124043.mp4-9702,13.5310599651857,144.902303409898
20200703_124043.mp4-9723,13.5310596070242,144.902217061798
20200703_124043.mp4-9737,13.5310585807484,144.902159884242
20200703_124043.mp4-980,13.5483692391312,144.914209231231
20200703_124043.mp4-9814,13.5310529404369,144.901835702505
20200703_124043.mp4-9821,13.5310524506476,144.901807910461
20200703_124043.mp4-9842,13.531050851408,144.901724615296
20200703_124043.mp4-9884,13.5310490236109,144.901560120371
20200703_124043.mp4-9919,13.5310510880739,144.901426455323
20200703_124043.mp4-9926,13.5310523852133,144.901400089275
20200703_124043.mp4-9940,13.5310577649845,144.901348218575
20200703_124043.mp4-9954,13.531063226242,144.901296389584
20200703_124043.mp4-9954,13.531063226242,144.901296389584
20200703_124043.mp4-9954,13.531063226242,144.901296389584
20200703_124043.mp4-9961,13.5310673389331,144.901271139573
20200703_124043.mp4-9968,13.5310714518182,144.901245888372
20200703_124043.mp4-9975,13.5310755647033,144.901220637171
20200703_124043.mp4-9989,13.5310844306613,144.901170454979
20200703_124043.mp4-9996,13.5310893747756,144.901145615412
